LAMMPS data file via write_data, version 2 Aug 2023, timestep = 20000, units = real

901 atoms
3 atom types
600 bonds
1 bond types
300 angles
1 angle types

-10.493879823066521 10.493879823066521 xlo xhi
-10.493879823066521 10.493879823066521 ylo yhi
-10.493879823066521 10.493879823066521 zlo zhi

Masses

1 15.9994
2 1.0079
3 22.989

Atoms # full

478 160 1 -1.04844 -6.406556869319852 -4.8016367458630045 -8.239359952695267 1 0 0
50 17 2 0.52422 -7.4895726807178615 -6.308210153286946 -7.902812081299027 0 0 0
49 17 1 -1.04844 -8.117081359792069 -7.0098798459361005 -7.731036784684937 0 0 0
51 17 2 0.52422 -8.554735234653268 -6.747477527319322 -6.921581293190658 0 0 0
479 160 2 0.52422 -6.576911562308366 -5.097720916632055 -9.133190518017278 1 0 0
882 294 2 0.52422 -8.23022577650457 -6.044932028194807 -10.3792147257592 1 1 0
480 160 2 0.52422 -5.669448479331056 -5.33654743372679 -7.94583023158477 1 0 0
608 203 2 0.52422 -8.469655281725405 -4.418793276341872 -5.700075675659536 1 0 0
530 177 2 0.52422 10.417825478543545 -5.400961525566438 -9.83441197542013 0 1 0
529 177 1 -1.04844 -9.93767583182628 -5.450587912874985 10.436829091507782 1 1 -1
819 273 2 0.52422 -7.185869584473998 -8.710381137536045 -7.379395298854853 1 1 0
607 203 1 -1.04844 -9.095759540118324 -5.128483052322011 -5.841310478956042 1 0 0
609 203 2 0.52422 -9.599769660023531 -4.854858514751121 -6.607289269749638 1 0 0
687 229 2 0.52422 -5.704314552768982 -5.203636061427392 -3.823729710891527 0 0 0
81 27 2 0.52422 -4.658567449768825 -9.085177122342717 -7.053848970965523 -1 0 0
818 273 2 0.52422 -6.2863030376741955 -8.881421463892169 -8.584330175380718 1 1 0
79 27 1 -1.04844 -3.78685779888196 -8.780734145248372 -6.802744528364446 -1 0 0
153 51 2 0.52422 -9.45721527377414 -8.450930048027644 -9.02194542995162 1 1 1
817 273 1 -1.04844 -6.4238552525176305 -9.197609228189506 -7.691736353847114 1 1 0
487 163 1 -1.04844 -8.041121560737116 -9.72983164313338 -4.516470763173387 1 0 0
489 163 2 0.52422 -8.447290751600834 -10.111347029999571 -3.7385951949127385 1 0 0
685 229 1 -1.04844 -5.341343644054811 -6.001864898118336 -3.4407237252687457 0 0 0
880 294 1 -1.04844 -7.290588490344039 -6.107478640893145 10.43887253777293 1 1 -1
744 248 2 0.52422 -6.745483966366798 -7.721179964831393 -10.363927451823372 0 0 1
742 248 1 -1.04844 -6.506114720289346 -8.647584075268135 -10.373895312622523 0 0 1
152 51 2 0.52422 -9.501460555990626 -9.20886457406047 -10.331113686723173 1 1 1
388 130 1 -1.04844 -3.256386504765171 -4.4130578862553875 -5.741681480198381 0 1 0
488 163 2 0.52422 -8.532526682424205 -10.09962792211275 -5.249537200547156 1 0 0
366 122 2 0.52422 -7.50105108663399 -8.192382876064663 -3.1391930070935086 0 0 1
686 229 2 0.52422 -4.609295476525264 -6.231037676683328 -4.012740265225837 0 0 0
365 122 2 0.52422 -6.3793604857204045 -7.276984916973431 -2.698507703790929 0 0 1
361 121 1 -1.04844 -3.8855426747158583 -6.2590920880250716 -7.598582054627011 0 1 1
363 121 2 0.52422 -3.73122952985576 -7.122487476207638 -7.216016920057536 0 1 1
362 121 2 0.52422 -3.681980365293745 -5.644592485501271 -6.893902115470745 0 1 1
389 130 2 0.52422 -3.7636008591898156 -3.8458838357162435 -5.161454048077252 0 1 0
185 62 2 0.52422 -1.1209143288360401 -6.901678189366486 -3.5965477012105067 0 0 1
631 211 1 -1.04844 0.134537884595332 -7.983153495133198 -8.362182149703067 -1 0 0
632 211 2 0.52422 0.8578883724949371 -7.508155011492695 -7.953819715997113 -1 0 0
633 211 2 0.52422 0.08226384714672008 -8.805311710639097 -7.875416243417759 -1 0 0
314 105 2 0.52422 -0.9059738386469487 -6.7977560331644735 -8.913126936482072 0 1 0
313 105 1 -1.04844 -1.601208333321953 -6.1890154760259 -9.161529553365186 0 1 0
867 289 2 0.52422 4.073385939717102 -9.103251560137101 -7.416025724092297 0 -1 0
708 236 2 0.52422 0.1061696935501395 -8.185305083208593 -10.072632254617545 1 0 0
315 105 2 0.52422 -2.343110781324926 -6.433761097493712 -8.608992110286342 0 1 0
865 289 1 -1.04844 4.178813392124894 -8.583655161871445 -6.61945994824481 0 -1 0
492 164 2 0.52422 -3.237465461557563 -7.297897564830244 -3.6489190551878687 1 0 0
268 90 1 -1.04844 2.516428641352059 -6.7514288743845245 -7.674691001280998 0 1 -1
269 90 2 0.52422 3.0471140494769866 -7.376613519070144 -7.1815996521468275 0 1 -1
491 164 2 0.52422 -3.3105628395749287 -7.9268561234898485 -5.023477521828658 1 0 0
490 164 1 -1.04844 -3.163701328381223 -7.091571213528724 -4.580369041797744 1 0 0
843 281 2 0.52422 0.29912724025804316 -10.357610533802049 10.427293192736705 -1 0 0
884 295 2 0.52422 1.7392221544721114 -3.519073758955116 -7.392110198474462 0 1 0
22 8 1 -1.04844 3.31796112041191 -4.089696696539732 -10.139288883691425 -1 0 0
24 8 2 0.52422 3.042290124899031 -3.710369204347991 -9.305181689064847 -1 0 0
80 27 2 0.52422 -3.189278281208515 -9.276514746959457 -7.361951080120381 -1 0 0
841 281 1 -1.04844 -0.3636125457536359 9.948943684295347 -10.44933474287638 -1 -1 1
39 13 2 0.52422 -0.6131415245883733 10.316707712628727 -5.961355278852778 0 0 0
37 13 1 -1.04844 -0.5839613632852796 -10.241891578211787 -6.816097671567745 0 1 0
